Date,Department,Dept_Date_Key,Total_Beds,Occupied_Beds,Occupancy_Rate
2024-09-20,ICU,ICU_2024-09-20,40,36,0.9
2024-09-21,ICU,ICU_2024-09-21,40,37,0.925
2024-09-22,ICU,ICU_2024-09-22,40,35,0.875
2024-09-23,ICU,ICU_2024-09-23,40,37,0.925
2024-09-24,ICU,ICU_2024-09-24,40,37,0.925
2024-09-25,ICU,ICU_2024-09-25,40,38,0.95
2024-09-26,ICU,ICU_2024-09-26,40,36,0.9
2024-09-27,ICU,ICU_2024-09-27,40,36,0.9
2024-09-28,ICU,ICU_2024-09-28,40,37,0.925
2024-09-29,ICU,ICU_2024-09-29,40,35,0.875
2024-09-30,ICU,ICU_2024-09-30,40,34,0.85
2024-10-01,ICU,ICU_2024-10-01,40,34,0.85
2024-10-02,ICU,ICU_2024-10-02,40,36,0.9
2024-10-03,ICU,ICU_2024-10-03,40,39,0.975
2024-10-04,ICU,ICU_2024-10-04,40,36,0.9
2024-10-05,ICU,ICU_2024-10-05,40,36,0.9
2024-10-06,ICU,ICU_2024-10-06,40,37,0.925
2024-10-07,ICU,ICU_2024-10-07,40,36,0.9
2024-10-08,ICU,ICU_2024-10-08,40,36,0.9
2024-10-09,ICU,ICU_2024-10-09,40,34,0.85
2024-10-10,ICU,ICU_2024-10-10,40,37,0.925
2024-10-11,ICU,ICU_2024-10-11,40,39,0.975
2024-10-12,ICU,ICU_2024-10-12,40,37,0.925
2024-10-13,ICU,ICU_2024-10-13,40,38,0.95
2024-10-14,ICU,ICU_2024-10-14,40,38,0.95
2024-10-15,ICU,ICU_2024-10-15,40,34,0.85
2024-10-16,ICU,ICU_2024-10-16,40,36,0.9
2024-10-17,ICU,ICU_2024-10-17,40,35,0.875
2024-10-18,ICU,ICU_2024-10-18,40,35,0.875
2024-10-19,ICU,ICU_2024-10-19,40,38,0.95
2024-10-20,ICU,ICU_2024-10-20,40,36,0.9
2024-10-21,ICU,ICU_2024-10-21,40,37,0.925
2024-10-22,ICU,ICU_2024-10-22,40,37,0.925
2024-10-23,ICU,ICU_2024-10-23,40,36,0.9
2024-10-24,ICU,ICU_2024-10-24,40,39,0.975
2024-10-25,ICU,ICU_2024-10-25,40,34,0.85
2024-10-26,ICU,ICU_2024-10-26,40,40,1.0
2024-10-27,ICU,ICU_2024-10-27,40,35,0.875
2024-10-28,ICU,ICU_2024-10-28,40,35,0.875
2024-10-29,ICU,ICU_2024-10-29,40,38,0.95
2024-10-30,ICU,ICU_2024-10-30,40,36,0.9
2024-10-31,ICU,ICU_2024-10-31,40,37,0.925
2024-11-01,ICU,ICU_2024-11-01,40,35,0.875
2024-11-02,ICU,ICU_2024-11-02,40,38,0.95
2024-11-03,ICU,ICU_2024-11-03,40,35,0.875
2024-11-04,ICU,ICU_2024-11-04,40,40,1.0
2024-11-05,ICU,ICU_2024-11-05,40,38,0.95
2024-11-06,ICU,ICU_2024-11-06,40,36,0.9
2024-11-07,ICU,ICU_2024-11-07,40,36,0.9
2024-11-08,ICU,ICU_2024-11-08,40,37,0.925
2024-11-09,ICU,ICU_2024-11-09,40,38,0.95
2024-11-10,ICU,ICU_2024-11-10,40,35,0.875
2024-11-11,ICU,ICU_2024-11-11,40,38,0.95
2024-11-12,ICU,ICU_2024-11-12,40,40,1.0
2024-11-13,ICU,ICU_2024-11-13,40,30,0.75
2024-11-14,ICU,ICU_2024-11-14,40,33,0.825
2024-11-15,ICU,ICU_2024-11-15,40,35,0.875
2024-11-16,ICU,ICU_2024-11-16,40,36,0.9
2024-11-17,ICU,ICU_2024-11-17,40,38,0.95
2024-11-18,ICU,ICU_2024-11-18,40,34,0.85
2024-11-19,ICU,ICU_2024-11-19,40,32,0.8
2024-11-20,ICU,ICU_2024-11-20,40,38,0.95
2024-11-21,ICU,ICU_2024-11-21,40,34,0.85
2024-11-22,ICU,ICU_2024-11-22,40,35,0.875
2024-11-23,ICU,ICU_2024-11-23,40,37,0.925
2024-11-24,ICU,ICU_2024-11-24,40,36,0.9
2024-11-25,ICU,ICU_2024-11-25,40,39,0.975
2024-11-26,ICU,ICU_2024-11-26,40,38,0.95
2024-11-27,ICU,ICU_2024-11-27,40,35,0.875
2024-11-28,ICU,ICU_2024-11-28,40,36,0.9
2024-11-29,ICU,ICU_2024-11-29,40,36,0.9
2024-11-30,ICU,ICU_2024-11-30,40,36,0.9
2024-12-01,ICU,ICU_2024-12-01,40,33,0.825
2024-12-02,ICU,ICU_2024-12-02,40,35,0.875
2024-12-03,ICU,ICU_2024-12-03,40,34,0.85
2024-12-04,ICU,ICU_2024-12-04,40,39,0.975
2024-12-05,ICU,ICU_2024-12-05,40,38,0.95
2024-12-06,ICU,ICU_2024-12-06,40,37,0.925
2024-12-07,ICU,ICU_2024-12-07,40,34,0.85
2024-12-08,ICU,ICU_2024-12-08,40,36,0.9
2024-12-09,ICU,ICU_2024-12-09,40,35,0.875
2024-12-10,ICU,ICU_2024-12-10,40,37,0.925
2024-12-11,ICU,ICU_2024-12-11,40,36,0.9
2024-12-12,ICU,ICU_2024-12-12,40,34,0.85
2024-12-13,ICU,ICU_2024-12-13,40,39,0.975
2024-12-14,ICU,ICU_2024-12-14,40,36,0.9
2024-12-15,ICU,ICU_2024-12-15,40,36,0.9
2024-12-16,ICU,ICU_2024-12-16,40,37,0.925
2024-12-17,ICU,ICU_2024-12-17,40,38,0.95
2024-12-18,ICU,ICU_2024-12-18,40,33,0.825
2024-12-19,ICU,ICU_2024-12-19,40,37,0.925
2024-12-20,ICU,ICU_2024-12-20,40,40,1.0
2024-12-21,ICU,ICU_2024-12-21,40,36,0.9
2024-12-22,ICU,ICU_2024-12-22,40,35,0.875
2024-12-23,ICU,ICU_2024-12-23,40,37,0.925
2024-12-24,ICU,ICU_2024-12-24,40,35,0.875
2024-12-25,ICU,ICU_2024-12-25,40,37,0.925
2024-12-26,ICU,ICU_2024-12-26,40,36,0.9
2024-12-27,ICU,ICU_2024-12-27,40,35,0.875
2024-12-28,ICU,ICU_2024-12-28,40,37,0.925
2024-12-29,ICU,ICU_2024-12-29,40,37,0.925
2024-12-30,ICU,ICU_2024-12-30,40,39,0.975
2024-12-31,ICU,ICU_2024-12-31,40,39,0.975
2025-01-01,ICU,ICU_2025-01-01,40,38,0.95
2025-01-02,ICU,ICU_2025-01-02,40,40,1.0
2025-01-03,ICU,ICU_2025-01-03,40,37,0.925
2025-01-04,ICU,ICU_2025-01-04,40,37,0.925
2025-01-05,ICU,ICU_2025-01-05,40,36,0.9
2025-01-06,ICU,ICU_2025-01-06,40,35,0.875
2025-01-07,ICU,ICU_2025-01-07,40,37,0.925
2025-01-08,ICU,ICU_2025-01-08,40,38,0.95
2025-01-09,ICU,ICU_2025-01-09,40,36,0.9
2025-01-10,ICU,ICU_2025-01-10,40,36,0.9
2025-01-11,ICU,ICU_2025-01-11,40,34,0.85
2025-01-12,ICU,ICU_2025-01-12,40,38,0.95
2025-01-13,ICU,ICU_2025-01-13,40,37,0.925
2025-01-14,ICU,ICU_2025-01-14,40,38,0.95
2025-01-15,ICU,ICU_2025-01-15,40,38,0.95
2025-01-16,ICU,ICU_2025-01-16,40,37,0.925
2025-01-17,ICU,ICU_2025-01-17,40,37,0.925
2025-01-18,ICU,ICU_2025-01-18,40,36,0.9
2025-01-19,ICU,ICU_2025-01-19,40,35,0.875
2025-01-20,ICU,ICU_2025-01-20,40,37,0.925
2025-01-21,ICU,ICU_2025-01-21,40,37,0.925
2025-01-22,ICU,ICU_2025-01-22,40,36,0.9
2025-01-23,ICU,ICU_2025-01-23,40,37,0.925
2025-01-24,ICU,ICU_2025-01-24,40,37,0.925
2025-01-25,ICU,ICU_2025-01-25,40,39,0.975
2025-01-26,ICU,ICU_2025-01-26,40,35,0.875
2025-01-27,ICU,ICU_2025-01-27,40,35,0.875
2025-01-28,ICU,ICU_2025-01-28,40,35,0.875
2025-01-29,ICU,ICU_2025-01-29,40,38,0.95
2025-01-30,ICU,ICU_2025-01-30,40,38,0.95
2025-01-31,ICU,ICU_2025-01-31,40,39,0.975
2025-02-01,ICU,ICU_2025-02-01,40,39,0.975
2025-02-02,ICU,ICU_2025-02-02,40,36,0.9
2025-02-03,ICU,ICU_2025-02-03,40,37,0.925
2025-02-04,ICU,ICU_2025-02-04,40,36,0.9
2025-02-05,ICU,ICU_2025-02-05,40,36,0.9
2025-02-06,ICU,ICU_2025-02-06,40,38,0.95
2025-02-07,ICU,ICU_2025-02-07,40,33,0.825
2025-02-08,ICU,ICU_2025-02-08,40,36,0.9
2025-02-09,ICU,ICU_2025-02-09,40,39,0.975
2025-02-10,ICU,ICU_2025-02-10,40,35,0.875
2025-02-11,ICU,ICU_2025-02-11,40,33,0.825
2025-02-12,ICU,ICU_2025-02-12,40,38,0.95
2025-02-13,ICU,ICU_2025-02-13,40,34,0.85
2025-02-14,ICU,ICU_2025-02-14,40,40,1.0
2025-02-15,ICU,ICU_2025-02-15,40,38,0.95
2025-02-16,ICU,ICU_2025-02-16,40,39,0.975
2025-02-17,ICU,ICU_2025-02-17,40,35,0.875
2025-02-18,ICU,ICU_2025-02-18,40,35,0.875
2025-02-19,ICU,ICU_2025-02-19,40,36,0.9
2025-02-20,ICU,ICU_2025-02-20,40,33,0.825
2025-02-21,ICU,ICU_2025-02-21,40,32,0.8
2025-02-22,ICU,ICU_2025-02-22,40,36,0.9
2025-02-23,ICU,ICU_2025-02-23,40,33,0.825
2025-02-24,ICU,ICU_2025-02-24,40,38,0.95
2025-02-25,ICU,ICU_2025-02-25,40,39,0.975
2025-02-26,ICU,ICU_2025-02-26,40,35,0.875
2025-02-27,ICU,ICU_2025-02-27,40,35,0.875
2025-02-28,ICU,ICU_2025-02-28,40,35,0.875
2025-03-01,ICU,ICU_2025-03-01,40,35,0.875
2025-03-02,ICU,ICU_2025-03-02,40,36,0.9
2025-03-03,ICU,ICU_2025-03-03,40,37,0.925
2025-03-04,ICU,ICU_2025-03-04,40,36,0.9
2025-03-05,ICU,ICU_2025-03-05,40,38,0.95
2025-03-06,ICU,ICU_2025-03-06,40,38,0.95
2025-03-07,ICU,ICU_2025-03-07,40,39,0.975
2025-03-08,ICU,ICU_2025-03-08,40,37,0.925
2025-03-09,ICU,ICU_2025-03-09,40,38,0.95
2025-03-10,ICU,ICU_2025-03-10,40,36,0.9
2025-03-11,ICU,ICU_2025-03-11,40,33,0.825
2025-03-12,ICU,ICU_2025-03-12,40,36,0.9
2025-03-13,ICU,ICU_2025-03-13,40,34,0.85
2025-03-14,ICU,ICU_2025-03-14,40,38,0.95
2025-03-15,ICU,ICU_2025-03-15,40,36,0.9
2025-03-16,ICU,ICU_2025-03-16,40,39,0.975
2025-03-17,ICU,ICU_2025-03-17,40,39,0.975
2025-03-18,ICU,ICU_2025-03-18,40,33,0.825
2025-03-19,ICU,ICU_2025-03-19,40,37,0.925
2025-03-20,ICU,ICU_2025-03-20,40,39,0.975
2025-03-21,ICU,ICU_2025-03-21,40,37,0.925
2025-03-22,ICU,ICU_2025-03-22,40,34,0.85
2025-03-23,ICU,ICU_2025-03-23,40,37,0.925
2025-03-24,ICU,ICU_2025-03-24,40,35,0.875
2025-03-25,ICU,ICU_2025-03-25,40,34,0.85
2025-03-26,ICU,ICU_2025-03-26,40,35,0.875
2025-03-27,ICU,ICU_2025-03-27,40,37,0.925
2025-03-28,ICU,ICU_2025-03-28,40,37,0.925
2025-03-29,ICU,ICU_2025-03-29,40,36,0.9
2025-03-30,ICU,ICU_2025-03-30,40,38,0.95
2025-03-31,ICU,ICU_2025-03-31,40,39,0.975
2025-04-01,ICU,ICU_2025-04-01,40,34,0.85
2025-04-02,ICU,ICU_2025-04-02,40,36,0.9
2025-04-03,ICU,ICU_2025-04-03,40,38,0.95
2025-04-04,ICU,ICU_2025-04-04,40,31,0.775
2025-04-05,ICU,ICU_2025-04-05,40,34,0.85
2025-04-06,ICU,ICU_2025-04-06,40,36,0.9
2025-04-07,ICU,ICU_2025-04-07,40,36,0.9
2025-04-08,ICU,ICU_2025-04-08,40,36,0.9
2025-04-09,ICU,ICU_2025-04-09,40,38,0.95
2025-04-10,ICU,ICU_2025-04-10,40,36,0.9
2025-04-11,ICU,ICU_2025-04-11,40,38,0.95
2025-04-12,ICU,ICU_2025-04-12,40,38,0.95
2025-04-13,ICU,ICU_2025-04-13,40,32,0.8
2025-04-14,ICU,ICU_2025-04-14,40,33,0.825
2025-04-15,ICU,ICU_2025-04-15,40,35,0.875
2025-04-16,ICU,ICU_2025-04-16,40,33,0.825
2025-04-17,ICU,ICU_2025-04-17,40,34,0.85
2025-04-18,ICU,ICU_2025-04-18,40,35,0.875
2025-04-19,ICU,ICU_2025-04-19,40,36,0.9
2025-04-20,ICU,ICU_2025-04-20,40,35,0.875
2025-04-21,ICU,ICU_2025-04-21,40,37,0.925
2025-04-22,ICU,ICU_2025-04-22,40,38,0.95
2025-04-23,ICU,ICU_2025-04-23,40,37,0.925
2025-04-24,ICU,ICU_2025-04-24,40,38,0.95
2025-04-25,ICU,ICU_2025-04-25,40,37,0.925
2025-04-26,ICU,ICU_2025-04-26,40,34,0.85
2025-04-27,ICU,ICU_2025-04-27,40,33,0.825
2025-04-28,ICU,ICU_2025-04-28,40,40,1.0
2025-04-29,ICU,ICU_2025-04-29,40,36,0.9
2025-04-30,ICU,ICU_2025-04-30,40,35,0.875
2025-05-01,ICU,ICU_2025-05-01,40,40,1.0
2025-05-02,ICU,ICU_2025-05-02,40,37,0.925
2025-05-03,ICU,ICU_2025-05-03,40,32,0.8
2025-05-04,ICU,ICU_2025-05-04,40,36,0.9
2025-05-05,ICU,ICU_2025-05-05,40,36,0.9
2025-05-06,ICU,ICU_2025-05-06,40,39,0.975
2025-05-07,ICU,ICU_2025-05-07,40,35,0.875
2025-05-08,ICU,ICU_2025-05-08,40,40,1.0
2025-05-09,ICU,ICU_2025-05-09,40,36,0.9
2025-05-10,ICU,ICU_2025-05-10,40,36,0.9
2025-05-11,ICU,ICU_2025-05-11,40,37,0.925
2025-05-12,ICU,ICU_2025-05-12,40,38,0.95
2025-05-13,ICU,ICU_2025-05-13,40,40,1.0
2025-05-14,ICU,ICU_2025-05-14,40,37,0.925
2025-05-15,ICU,ICU_2025-05-15,40,36,0.9
2025-05-16,ICU,ICU_2025-05-16,40,38,0.95
2025-05-17,ICU,ICU_2025-05-17,40,36,0.9
2025-05-18,ICU,ICU_2025-05-18,40,39,0.975
2025-05-19,ICU,ICU_2025-05-19,40,33,0.825
2025-05-20,ICU,ICU_2025-05-20,40,36,0.9
2025-05-21,ICU,ICU_2025-05-21,40,34,0.85
2025-05-22,ICU,ICU_2025-05-22,40,36,0.9
2025-05-23,ICU,ICU_2025-05-23,40,35,0.875
2025-05-24,ICU,ICU_2025-05-24,40,34,0.85
2025-05-25,ICU,ICU_2025-05-25,40,33,0.825
2025-05-26,ICU,ICU_2025-05-26,40,34,0.85
2025-05-27,ICU,ICU_2025-05-27,40,39,0.975
2025-05-28,ICU,ICU_2025-05-28,40,40,1.0
2025-05-29,ICU,ICU_2025-05-29,40,38,0.95
2025-05-30,ICU,ICU_2025-05-30,40,36,0.9
2025-05-31,ICU,ICU_2025-05-31,40,34,0.85
2025-06-01,ICU,ICU_2025-06-01,40,36,0.9
2025-06-02,ICU,ICU_2025-06-02,40,38,0.95
2025-06-03,ICU,ICU_2025-06-03,40,40,1.0
2025-06-04,ICU,ICU_2025-06-04,40,40,1.0
2025-06-05,ICU,ICU_2025-06-05,40,35,0.875
2025-06-06,ICU,ICU_2025-06-06,40,38,0.95
2025-06-07,ICU,ICU_2025-06-07,40,32,0.8
2025-06-08,ICU,ICU_2025-06-08,40,38,0.95
2025-06-09,ICU,ICU_2025-06-09,40,38,0.95
2025-06-10,ICU,ICU_2025-06-10,40,40,1.0
2025-06-11,ICU,ICU_2025-06-11,40,34,0.85
2025-06-12,ICU,ICU_2025-06-12,40,37,0.925
2025-06-13,ICU,ICU_2025-06-13,40,38,0.95
2025-06-14,ICU,ICU_2025-06-14,40,36,0.9
2025-06-15,ICU,ICU_2025-06-15,40,37,0.925
2025-06-16,ICU,ICU_2025-06-16,40,36,0.9
2025-06-17,ICU,ICU_2025-06-17,40,40,1.0
2025-06-18,ICU,ICU_2025-06-18,40,39,0.975
2025-06-19,ICU,ICU_2025-06-19,40,40,1.0
2025-06-20,ICU,ICU_2025-06-20,40,38,0.95
2025-06-21,ICU,ICU_2025-06-21,40,35,0.875
2025-06-22,ICU,ICU_2025-06-22,40,36,0.9
2025-06-23,ICU,ICU_2025-06-23,40,38,0.95
2025-06-24,ICU,ICU_2025-06-24,40,36,0.9
2025-06-25,ICU,ICU_2025-06-25,40,35,0.875
2025-06-26,ICU,ICU_2025-06-26,40,34,0.85
2025-06-27,ICU,ICU_2025-06-27,40,37,0.925
2025-06-28,ICU,ICU_2025-06-28,40,36,0.9
2025-06-29,ICU,ICU_2025-06-29,40,37,0.925
2025-06-30,ICU,ICU_2025-06-30,40,36,0.9
2025-07-01,ICU,ICU_2025-07-01,40,35,0.875
2025-07-02,ICU,ICU_2025-07-02,40,39,0.975
2025-07-03,ICU,ICU_2025-07-03,40,38,0.95
2025-07-04,ICU,ICU_2025-07-04,40,37,0.925
2025-07-05,ICU,ICU_2025-07-05,40,39,0.975
2025-07-06,ICU,ICU_2025-07-06,40,39,0.975
2025-07-07,ICU,ICU_2025-07-07,40,39,0.975
2025-07-08,ICU,ICU_2025-07-08,40,32,0.8
2025-07-09,ICU,ICU_2025-07-09,40,37,0.925
2025-07-10,ICU,ICU_2025-07-10,40,40,1.0
2025-07-11,ICU,ICU_2025-07-11,40,39,0.975
2025-07-12,ICU,ICU_2025-07-12,40,36,0.9
2025-07-13,ICU,ICU_2025-07-13,40,38,0.95
2025-07-14,ICU,ICU_2025-07-14,40,39,0.975
2025-07-15,ICU,ICU_2025-07-15,40,37,0.925
2025-07-16,ICU,ICU_2025-07-16,40,37,0.925
2025-07-17,ICU,ICU_2025-07-17,40,37,0.925
2025-07-18,ICU,ICU_2025-07-18,40,37,0.925
2025-07-19,ICU,ICU_2025-07-19,40,34,0.85
2025-07-20,ICU,ICU_2025-07-20,40,34,0.85
2025-07-21,ICU,ICU_2025-07-21,40,40,1.0
2025-07-22,ICU,ICU_2025-07-22,40,39,0.975
2025-07-23,ICU,ICU_2025-07-23,40,39,0.975
2025-07-24,ICU,ICU_2025-07-24,40,36,0.9
2025-07-25,ICU,ICU_2025-07-25,40,38,0.95
2025-07-26,ICU,ICU_2025-07-26,40,34,0.85
2025-07-27,ICU,ICU_2025-07-27,40,40,1.0
2025-07-28,ICU,ICU_2025-07-28,40,35,0.875
2025-07-29,ICU,ICU_2025-07-29,40,36,0.9
2025-07-30,ICU,ICU_2025-07-30,40,36,0.9
2025-07-31,ICU,ICU_2025-07-31,40,35,0.875
2025-08-01,ICU,ICU_2025-08-01,40,37,0.925
2025-08-02,ICU,ICU_2025-08-02,40,37,0.925
2025-08-03,ICU,ICU_2025-08-03,40,37,0.925
2025-08-04,ICU,ICU_2025-08-04,40,39,0.975
2025-08-05,ICU,ICU_2025-08-05,40,36,0.9
2025-08-06,ICU,ICU_2025-08-06,40,37,0.925
2025-08-07,ICU,ICU_2025-08-07,40,35,0.875
2025-08-08,ICU,ICU_2025-08-08,40,37,0.925
2025-08-09,ICU,ICU_2025-08-09,40,40,1.0
2025-08-10,ICU,ICU_2025-08-10,40,37,0.925
2025-08-11,ICU,ICU_2025-08-11,40,34,0.85
2025-08-12,ICU,ICU_2025-08-12,40,35,0.875
2025-08-13,ICU,ICU_2025-08-13,40,35,0.875
2025-08-14,ICU,ICU_2025-08-14,40,35,0.875
2025-08-15,ICU,ICU_2025-08-15,40,38,0.95
2025-08-16,ICU,ICU_2025-08-16,40,39,0.975
2025-08-17,ICU,ICU_2025-08-17,40,35,0.875
2025-08-18,ICU,ICU_2025-08-18,40,39,0.975
2025-08-19,ICU,ICU_2025-08-19,40,36,0.9
2025-08-20,ICU,ICU_2025-08-20,40,38,0.95
2025-08-21,ICU,ICU_2025-08-21,40,34,0.85
2025-08-22,ICU,ICU_2025-08-22,40,36,0.9
2025-08-23,ICU,ICU_2025-08-23,40,40,1.0
2025-08-24,ICU,ICU_2025-08-24,40,34,0.85
2025-08-25,ICU,ICU_2025-08-25,40,34,0.85
2025-08-26,ICU,ICU_2025-08-26,40,37,0.925
2025-08-27,ICU,ICU_2025-08-27,40,37,0.925
2025-08-28,ICU,ICU_2025-08-28,40,36,0.9
2025-08-29,ICU,ICU_2025-08-29,40,34,0.85
2025-08-30,ICU,ICU_2025-08-30,40,35,0.875
2025-08-31,ICU,ICU_2025-08-31,40,37,0.925
2025-09-01,ICU,ICU_2025-09-01,40,36,0.9
2025-09-02,ICU,ICU_2025-09-02,40,38,0.95
2025-09-03,ICU,ICU_2025-09-03,40,33,0.825
2025-09-04,ICU,ICU_2025-09-04,40,37,0.925
2025-09-05,ICU,ICU_2025-09-05,40,36,0.9
2025-09-06,ICU,ICU_2025-09-06,40,35,0.875
2025-09-07,ICU,ICU_2025-09-07,40,38,0.95
2025-09-08,ICU,ICU_2025-09-08,40,33,0.825
2025-09-09,ICU,ICU_2025-09-09,40,36,0.9
2025-09-10,ICU,ICU_2025-09-10,40,35,0.875
2025-09-11,ICU,ICU_2025-09-11,40,36,0.9
2025-09-12,ICU,ICU_2025-09-12,40,39,0.975
2025-09-13,ICU,ICU_2025-09-13,40,36,0.9
2025-09-14,ICU,ICU_2025-09-14,40,39,0.975
2025-09-15,ICU,ICU_2025-09-15,40,34,0.85
2025-09-16,ICU,ICU_2025-09-16,40,36,0.9
2025-09-17,ICU,ICU_2025-09-17,40,34,0.85
2025-09-18,ICU,ICU_2025-09-18,40,36,0.9
2025-09-19,ICU,ICU_2025-09-19,40,38,0.95
2025-09-20,ICU,ICU_2025-09-20,40,36,0.9
2025-09-21,ICU,ICU_2025-09-21,40,37,0.925
2025-09-22,ICU,ICU_2025-09-22,40,37,0.925
2025-09-23,ICU,ICU_2025-09-23,40,39,0.975
2025-09-24,ICU,ICU_2025-09-24,40,39,0.975
2025-09-25,ICU,ICU_2025-09-25,40,37,0.925
2025-09-26,ICU,ICU_2025-09-26,40,35,0.875
2025-09-27,ICU,ICU_2025-09-27,40,36,0.9
2025-09-28,ICU,ICU_2025-09-28,40,34,0.85
2025-09-29,ICU,ICU_2025-09-29,40,37,0.925
2025-09-30,ICU,ICU_2025-09-30,40,38,0.95
2025-10-01,ICU,ICU_2025-10-01,40,36,0.9
2025-10-02,ICU,ICU_2025-10-02,40,37,0.925
2025-10-03,ICU,ICU_2025-10-03,40,38,0.95
2025-10-04,ICU,ICU_2025-10-04,40,38,0.95
2025-10-05,ICU,ICU_2025-10-05,40,38,0.95
2025-10-06,ICU,ICU_2025-10-06,40,35,0.875
2025-10-07,ICU,ICU_2025-10-07,40,37,0.925
2025-10-08,ICU,ICU_2025-10-08,40,35,0.875
2025-10-09,ICU,ICU_2025-10-09,40,40,1.0
2025-10-10,ICU,ICU_2025-10-10,40,35,0.875
2025-10-11,ICU,ICU_2025-10-11,40,36,0.9
2025-10-12,ICU,ICU_2025-10-12,40,34,0.85
2025-10-13,ICU,ICU_2025-10-13,40,36,0.9
2025-10-14,ICU,ICU_2025-10-14,40,39,0.975
2025-10-15,ICU,ICU_2025-10-15,40,35,0.875
2025-10-16,ICU,ICU_2025-10-16,40,39,0.975
2025-10-17,ICU,ICU_2025-10-17,40,33,0.825
2025-10-18,ICU,ICU_2025-10-18,40,38,0.95
2025-10-19,ICU,ICU_2025-10-19,40,36,0.9
2025-10-20,ICU,ICU_2025-10-20,40,32,0.8
2025-10-21,ICU,ICU_2025-10-21,40,38,0.95
2025-10-22,ICU,ICU_2025-10-22,40,38,0.95
2025-10-23,ICU,ICU_2025-10-23,40,40,1.0
2025-10-24,ICU,ICU_2025-10-24,40,36,0.9
2025-10-25,ICU,ICU_2025-10-25,40,33,0.825
2025-10-26,ICU,ICU_2025-10-26,40,36,0.9
2025-10-27,ICU,ICU_2025-10-27,40,35,0.875
2025-10-28,ICU,ICU_2025-10-28,40,39,0.975
2025-10-29,ICU,ICU_2025-10-29,40,39,0.975
2025-10-30,ICU,ICU_2025-10-30,40,38,0.95
2025-10-31,ICU,ICU_2025-10-31,40,37,0.925
2025-11-01,ICU,ICU_2025-11-01,40,36,0.9
2025-11-02,ICU,ICU_2025-11-02,40,38,0.95
2025-11-03,ICU,ICU_2025-11-03,40,40,1.0
2025-11-04,ICU,ICU_2025-11-04,40,34,0.85
2025-11-05,ICU,ICU_2025-11-05,40,35,0.875
2025-11-06,ICU,ICU_2025-11-06,40,36,0.9
2025-11-07,ICU,ICU_2025-11-07,40,36,0.9
2025-11-08,ICU,ICU_2025-11-08,40,38,0.95
2025-11-09,ICU,ICU_2025-11-09,40,37,0.925
2025-11-10,ICU,ICU_2025-11-10,40,38,0.95
2025-11-11,ICU,ICU_2025-11-11,40,38,0.95
2025-11-12,ICU,ICU_2025-11-12,40,36,0.9
2025-11-13,ICU,ICU_2025-11-13,40,38,0.95
2025-11-14,ICU,ICU_2025-11-14,40,37,0.925
2025-11-15,ICU,ICU_2025-11-15,40,37,0.925
2025-11-16,ICU,ICU_2025-11-16,40,36,0.9
2025-11-17,ICU,ICU_2025-11-17,40,40,1.0
2025-11-18,ICU,ICU_2025-11-18,40,39,0.975
2025-11-19,ICU,ICU_2025-11-19,40,39,0.975
2025-11-20,ICU,ICU_2025-11-20,40,37,0.925
2025-11-21,ICU,ICU_2025-11-21,40,35,0.875
2025-11-22,ICU,ICU_2025-11-22,40,37,0.925
2025-11-23,ICU,ICU_2025-11-23,40,40,1.0
2025-11-24,ICU,ICU_2025-11-24,40,35,0.875
2025-11-25,ICU,ICU_2025-11-25,40,37,0.925
2025-11-26,ICU,ICU_2025-11-26,40,36,0.9
2025-11-27,ICU,ICU_2025-11-27,40,35,0.875
2025-11-28,ICU,ICU_2025-11-28,40,34,0.85
2025-11-29,ICU,ICU_2025-11-29,40,35,0.875
2025-11-30,ICU,ICU_2025-11-30,40,36,0.9
2025-12-01,ICU,ICU_2025-12-01,40,34,0.85
2025-12-02,ICU,ICU_2025-12-02,40,38,0.95
2025-12-03,ICU,ICU_2025-12-03,40,36,0.9
2025-12-04,ICU,ICU_2025-12-04,40,35,0.875
2025-12-05,ICU,ICU_2025-12-05,40,38,0.95
2025-12-06,ICU,ICU_2025-12-06,40,34,0.85
2025-12-07,ICU,ICU_2025-12-07,40,36,0.9
2025-12-08,ICU,ICU_2025-12-08,40,35,0.875
2025-12-09,ICU,ICU_2025-12-09,40,34,0.85
2025-12-10,ICU,ICU_2025-12-10,40,36,0.9
2025-12-11,ICU,ICU_2025-12-11,40,40,1.0
2025-12-12,ICU,ICU_2025-12-12,40,36,0.9
2025-12-13,ICU,ICU_2025-12-13,40,35,0.875
2025-12-14,ICU,ICU_2025-12-14,40,38,0.95
2025-12-15,ICU,ICU_2025-12-15,40,36,0.9
2025-12-16,ICU,ICU_2025-12-16,40,38,0.95
2025-12-17,ICU,ICU_2025-12-17,40,38,0.95
2025-12-18,ICU,ICU_2025-12-18,40,35,0.875
2025-12-19,ICU,ICU_2025-12-19,40,37,0.925
2025-12-20,ICU,ICU_2025-12-20,40,36,0.9
2025-12-21,ICU,ICU_2025-12-21,40,37,0.925
2025-12-22,ICU,ICU_2025-12-22,40,37,0.925
2025-12-23,ICU,ICU_2025-12-23,40,37,0.925
2025-12-24,ICU,ICU_2025-12-24,40,34,0.85
2025-12-25,ICU,ICU_2025-12-25,40,34,0.85
2025-12-26,ICU,ICU_2025-12-26,40,33,0.825
2025-12-27,ICU,ICU_2025-12-27,40,35,0.875
2025-12-28,ICU,ICU_2025-12-28,40,38,0.95
